,country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
17498,New Zealand,1989,male,25-34 years,79,267800,29.5,New Zealand1989,,"44,170,562,822",14417,Boomers
17499,New Zealand,1989,male,35-54 years,96,396900,24.19,New Zealand1989,,"44,170,562,822",14417,Silent
17500,New Zealand,1989,male,55-74 years,57,240700,23.68,New Zealand1989,,"44,170,562,822",14417,G.I. Generation
17501,New Zealand,1989,female,55-74 years,24,261100,9.19,New Zealand1989,,"44,170,562,822",14417,G.I. Generation
17502,New Zealand,1989,female,25-34 years,22,276100,7.97,New Zealand1989,,"44,170,562,822",14417,Boomers
17503,New Zealand,1989,female,15-24 years,20,283000,7.07,New Zealand1989,,"44,170,562,822",14417,Generation X
17504,New Zealand,1989,female,35-54 years,25,398000,6.28,New Zealand1989,,"44,170,562,822",14417,Silent
17505,New Zealand,1989,male,5-14 years,8,260100,3.08,New Zealand1989,,"44,170,562,822",14417,Generation X
17506,New Zealand,1989,female,75+ years,2,92200,2.17,New Zealand1989,,"44,170,562,822",14417,G.I. Generation
17507,New Zealand,1989,female,5-14 years,0,248100,0.0,New Zealand1989,,"44,170,562,822",14417,Generation X
17508,New Zealand,1990,male,15-24 years,111,283700,39.13,New Zealand1990,0.82,"45,519,034,244",14734,Generation X
17509,New Zealand,1990,male,75+ years,21,56000,37.5,New Zealand1990,0.82,"45,519,034,244",14734,G.I. Generation
17510,New Zealand,1990,male,25-34 years,72,269100,26.76,New Zealand1990,0.82,"45,519,034,244",14734,Boomers
17511,New Zealand,1990,male,35-54 years,99,407200,24.31,New Zealand1990,0.82,"45,519,034,244",14734,Silent
17512,New Zealand,1990,male,55-74 years,58,242600,23.91,New Zealand1990,0.82,"45,519,034,244",14734,G.I. Generation
17513,New Zealand,1990,female,25-34 years,21,280600,7.48,New Zealand1990,0.82,"45,519,034,244",14734,Boomers
17514,New Zealand,1990,female,35-54 years,29,408600,7.1,New Zealand1990,0.82,"45,519,034,244",14734,Silent
17515,New Zealand,1990,female,15-24 years,19,278500,6.82,New Zealand1990,0.82,"45,519,034,244",14734,Generation X
17516,New Zealand,1990,female,55-74 years,17,261400,6.5,New Zealand1990,0.82,"45,519,034,244",14734,G.I. Generation
17517,New Zealand,1990,female,75+ years,6,95600,6.28,New Zealand1990,0.82,"45,519,034,244",14734,G.I. Generation
17518,New Zealand,1990,male,5-14 years,2,257900,0.78,New Zealand1990,0.82,"45,519,034,244",14734,Generation X
17519,New Zealand,1990,female,5-14 years,0,248200,0.0,New Zealand1990,0.82,"45,519,034,244",14734,Generation X
17520,New Zealand,1991,male,15-24 years,109,285900,38.13,New Zealand1991,,"42,756,020,707",13345,Generation X
17521,New Zealand,1991,male,25-34 years,95,277700,34.21,New Zealand1991,,"42,756,020,707",13345,Boomers
17522,New Zealand,1991,male,75+ years,17,58300,29.16,New Zealand1991,,"42,756,020,707",13345,G.I. Generation
17523,New Zealand,1991,male,35-54 years,110,428300,25.68,New Zealand1991,,"42,756,020,707",13345,Boomers
17524,New Zealand,1991,male,55-74 years,45,252700,17.81,New Zealand1991,,"42,756,020,707",13345,Silent
17525,New Zealand,1991,female,35-54 years,40,433300,9.23,New Zealand1991,,"42,756,020,707",13345,Boomers
17526,New Zealand,1991,female,55-74 years,18,271400,6.63,New Zealand1991,,"42,756,020,707",13345,Silent
17527,New Zealand,1991,female,25-34 years,19,288800,6.58,New Zealand1991,,"42,756,020,707",13345,Boomers
17528,New Zealand,1991,female,15-24 years,16,289300,5.53,New Zealand1991,,"42,756,020,707",13345,Generation X
17529,New Zealand,1991,male,5-14 years,4,265700,1.51,New Zealand1991,,"42,756,020,707",13345,Millenials
17530,New Zealand,1991,female,75+ years,1,98700,1.01,New Zealand1991,,"42,756,020,707",13345,G.I. Generation
17531,New Zealand,1991,female,5-14 years,0,253800,0.0,New Zealand1991,,"42,756,020,707",13345,Millenials
17532,New Zealand,1992,male,15-24 years,112,284800,39.33,New Zealand1992,,"41,636,005,955",12868,Generation X
17533,New Zealand,1992,male,25-34 years,98,278400,35.2,New Zealand1992,,"41,636,005,955",12868,Boomers
17534,New Zealand,1992,male,55-74 years,67,254700,26.31,New Zealand1992,,"41,636,005,955",12868,Silent
17535,New Zealand,1992,male,75+ years,15,60000,25.0,New Zealand1992,,"41,636,005,955",12868,G.I. Generation
17536,New Zealand,1992,male,35-54 years,101,440400,22.93,New Zealand1992,,"41,636,005,955",12868,Boomers
17537,New Zealand,1992,female,55-74 years,22,272600,8.07,New Zealand1992,,"41,636,005,955",12868,Silent
17538,New Zealand,1992,female,35-54 years,35,445300,7.86,New Zealand1992,,"41,636,005,955",12868,Boomers
17539,New Zealand,1992,female,15-24 years,17,286500,5.93,New Zealand1992,,"41,636,005,955",12868,Generation X
17540,New Zealand,1992,female,75+ years,6,101700,5.9,New Zealand1992,,"41,636,005,955",12868,G.I. Generation
17541,New Zealand,1992,female,25-34 years,15,290000,5.17,New Zealand1992,,"41,636,005,955",12868,Boomers
17542,New Zealand,1992,male,5-14 years,4,267200,1.5,New Zealand1992,,"41,636,005,955",12868,Millenials
17543,New Zealand,1992,female,5-14 years,1,254000,0.39,New Zealand1992,,"41,636,005,955",12868,Millenials
17544,New Zealand,1993,male,15-24 years,110,282600,38.92,New Zealand1993,,"46,712,018,141",14271,Generation X
17545,New Zealand,1993,male,25-34 years,78,279500,27.91,New Zealand1993,,"46,712,018,141",14271,Boomers
17546,New Zealand,1993,male,75+ years,15,61000,24.59,New Zealand1993,,"46,712,018,141",14271,G.I. Generation
17547,New Zealand,1993,male,35-54 years,95,452700,20.99,New Zealand1993,,"46,712,018,141",14271,Boomers
17548,New Zealand,1993,male,55-74 years,49,257600,19.02,New Zealand1993,,"46,712,018,141",14271,Silent
17549,New Zealand,1993,female,25-34 years,27,291800,9.25,New Zealand1993,,"46,712,018,141",14271,Boomers
17550,New Zealand,1993,female,55-74 years,18,274500,6.56,New Zealand1993,,"46,712,018,141",14271,Silent
17551,New Zealand,1993,female,35-54 years,28,458200,6.11,New Zealand1993,,"46,712,018,141",14271,Boomers
17552,New Zealand,1993,female,15-24 years,16,282900,5.66,New Zealand1993,,"46,712,018,141",14271,Generation X
17553,New Zealand,1993,female,75+ years,4,104200,3.84,New Zealand1993,,"46,712,018,141",14271,G.I. Generation
17554,New Zealand,1993,male,5-14 years,2,271200,0.74,New Zealand1993,,"46,712,018,141",14271,Millenials
17555,New Zealand,1993,female,5-14 years,1,257000,0.39,New Zealand1993,,"46,712,018,141",14271,Millenials
17556,New Zealand,1994,male,15-24 years,111,280300,39.6,New Zealand1994,,"55,154,160,816",16615,Generation X
17557,New Zealand,1994,male,75+ years,22,62200,35.37,New Zealand1994,,"55,154,160,816",16615,G.I. Generation
17558,New Zealand,1994,male,25-34 years,93,281200,33.07,New Zealand1994,,"55,154,160,816",16615,Boomers
17559,New Zealand,1994,male,55-74 years,76,261200,29.1,New Zealand1994,,"55,154,160,816",16615,Silent
17560,New Zealand,1994,male,35-54 years,102,466900,21.85,New Zealand1994,,"55,154,160,816",16615,Boomers
17561,New Zealand,1994,female,15-24 years,26,279500,9.3,New Zealand1994,,"55,154,160,816",16615,Generation X
17562,New Zealand,1994,female,75+ years,9,106200,8.47,New Zealand1994,,"55,154,160,816",16615,G.I. Generation
17563,New Zealand,1994,female,25-34 years,23,294100,7.82,New Zealand1994,,"55,154,160,816",16615,Boomers
17564,New Zealand,1994,female,55-74 years,16,277300,5.77,New Zealand1994,,"55,154,160,816",16615,Silent
17565,New Zealand,1994,female,35-54 years,27,472900,5.71,New Zealand1994,,"55,154,160,816",16615,Boomers
17566,New Zealand,1994,male,5-14 years,5,276200,1.81,New Zealand1994,,"55,154,160,816",16615,Millenials
17567,New Zealand,1994,female,5-14 years,2,261500,0.76,New Zealand1994,,"55,154,160,816",16615,Millenials
17568,New Zealand,1995,male,15-24 years,123,278900,44.1,New Zealand1995,0.855,"63,918,039,320",18945,Generation X
17569,New Zealand,1995,male,25-34 years,96,283000,33.92,New Zealand1995,0.855,"63,918,039,320",18945,Generation X
17570,New Zealand,1995,male,75+ years,19,64300,29.55,New Zealand1995,0.855,"63,918,039,320",18945,G.I. Generation
17571,New Zealand,1995,male,35-54 years,123,481700,25.53,New Zealand1995,0.855,"63,918,039,320",18945,Boomers
17572,New Zealand,1995,male,55-74 years,64,264900,24.16,New Zealand1995,0.855,"63,918,039,320",18945,Silent
17573,New Zealand,1995,female,15-24 years,34,276400,12.3,New Zealand1995,0.855,"63,918,039,320",18945,Generation X
17574,New Zealand,1995,female,75+ years,9,109500,8.22,New Zealand1995,0.855,"63,918,039,320",18945,G.I. Generation
17575,New Zealand,1995,female,35-54 years,36,488300,7.37,New Zealand1995,0.855,"63,918,039,320",18945,Boomers
17576,New Zealand,1995,female,25-34 years,20,296900,6.74,New Zealand1995,0.855,"63,918,039,320",18945,Generation X
17577,New Zealand,1995,female,55-74 years,15,279800,5.36,New Zealand1995,0.855,"63,918,039,320",18945,Silent
17578,New Zealand,1995,male,5-14 years,4,282500,1.42,New Zealand1995,0.855,"63,918,039,320",18945,Millenials
17579,New Zealand,1995,female,5-14 years,2,267600,0.75,New Zealand1995,0.855,"63,918,039,320",18945,Millenials
17580,New Zealand,1996,male,25-34 years,121,285400,42.4,New Zealand1996,,"70,140,835,299",20434,Generation X
17581,New Zealand,1996,male,15-24 years,105,277900,37.78,New Zealand1996,,"70,140,835,299",20434,Generation X
17582,New Zealand,1996,male,75+ years,19,66500,28.57,New Zealand1996,,"70,140,835,299",20434,G.I. Generation
17583,New Zealand,1996,male,55-74 years,68,269300,25.25,New Zealand1996,,"70,140,835,299",20434,Silent
17584,New Zealand,1996,male,35-54 years,112,496800,22.54,New Zealand1996,,"70,140,835,299",20434,Boomers
17585,New Zealand,1996,female,15-24 years,38,273100,13.91,New Zealand1996,,"70,140,835,299",20434,Generation X
17586,New Zealand,1996,female,25-34 years,21,300200,7.0,New Zealand1996,,"70,140,835,299",20434,Generation X
17587,New Zealand,1996,female,35-54 years,31,504300,6.15,New Zealand1996,,"70,140,835,299",20434,Boomers
17588,New Zealand,1996,female,55-74 years,13,283300,4.59,New Zealand1996,,"70,140,835,299",20434,Silent
17589,New Zealand,1996,female,75+ years,5,112700,4.44,New Zealand1996,,"70,140,835,299",20434,G.I. Generation
17590,New Zealand,1996,female,5-14 years,4,273800,1.46,New Zealand1996,,"70,140,835,299",20434,Millenials
17591,New Zealand,1996,male,5-14 years,3,289200,1.04,New Zealand1996,,"70,140,835,299",20434,Millenials
17592,New Zealand,1997,male,25-34 years,124,283300,43.77,New Zealand1997,,"66,074,513,018",19041,Generation X
17593,New Zealand,1997,male,15-24 years,113,275100,41.08,New Zealand1997,,"66,074,513,018",19041,Generation X
17594,New Zealand,1997,male,75+ years,19,68800,27.62,New Zealand1997,,"66,074,513,018",19041,G.I. Generation
17595,New Zealand,1997,male,35-54 years,120,508800,23.58,New Zealand1997,,"66,074,513,018",19041,Boomers
17596,New Zealand,1997,male,55-74 years,60,272800,21.99,New Zealand1997,,"66,074,513,018",19041,Silent
17597,New Zealand,1997,female,15-24 years,29,267800,10.83,New Zealand1997,,"66,074,513,018",19041,Generation X
17598,New Zealand,1997,female,25-34 years,30,299300,10.02,New Zealand1997,,"66,074,513,018",19041,Generation X
17599,New Zealand,1997,female,35-54 years,42,518000,8.11,New Zealand1997,,"66,074,513,018",19041,Boomers
17600,New Zealand,1997,female,75+ years,5,115700,4.32,New Zealand1997,,"66,074,513,018",19041,G.I. Generation
17601,New Zealand,1997,female,55-74 years,12,286000,4.2,New Zealand1997,,"66,074,513,018",19041,Silent
17602,New Zealand,1997,male,5-14 years,5,295200,1.69,New Zealand1997,,"66,074,513,018",19041,Millenials
17603,New Zealand,1997,female,5-14 years,3,279400,1.07,New Zealand1997,,"66,074,513,018",19041,Millenials
17604,New Zealand,1998,male,25-34 years,109,278300,39.17,New Zealand1998,,"56,227,696,195",16052,Generation X
17605,New Zealand,1998,male,15-24 years,104,272800,38.12,New Zealand1998,,"56,227,696,195",16052,Generation X
17606,New Zealand,1998,male,75+ years,20,71400,28.01,New Zealand1998,,"56,227,696,195",16052,G.I. Generation
17607,New Zealand,1998,male,55-74 years,70,276300,25.33,New Zealand1998,,"56,227,696,195",16052,Silent
17608,New Zealand,1998,male,35-54 years,130,521600,24.92,New Zealand1998,,"56,227,696,195",16052,Boomers
17609,New Zealand,1998,female,15-24 years,35,263700,13.27,New Zealand1998,,"56,227,696,195",16052,Generation X
17610,New Zealand,1998,female,25-34 years,25,295400,8.46,New Zealand1998,,"56,227,696,195",16052,Generation X
17611,New Zealand,1998,female,35-54 years,45,532900,8.44,New Zealand1998,,"56,227,696,195",16052,Boomers
17612,New Zealand,1998,female,55-74 years,17,288900,5.88,New Zealand1998,,"56,227,696,195",16052,Silent
17613,New Zealand,1998,female,75+ years,6,118800,5.05,New Zealand1998,,"56,227,696,195",16052,G.I. Generation
17614,New Zealand,1998,male,5-14 years,9,299400,3.01,New Zealand1998,,"56,227,696,195",16052,Millenials
17615,New Zealand,1998,female,5-14 years,4,283300,1.41,New Zealand1998,,"56,227,696,195",16052,Millenials
17616,New Zealand,1999,male,25-34 years,106,275910,38.42,New Zealand1999,,"58,762,260,626",16556,Generation X
17617,New Zealand,1999,male,15-24 years,83,267510,31.03,New Zealand1999,,"58,762,260,626",16556,Generation X
17618,New Zealand,1999,male,75+ years,18,74230,24.25,New Zealand1999,,"58,762,260,626",16556,G.I. Generation
17619,New Zealand,1999,male,35-54 years,125,533840,23.42,New Zealand1999,,"58,762,260,626",16556,Boomers
17620,New Zealand,1999,male,55-74 years,50,282950,17.67,New Zealand1999,,"58,762,260,626",16556,Silent
17621,New Zealand,1999,female,15-24 years,37,262170,14.11,New Zealand1999,,"58,762,260,626",16556,Generation X
17622,New Zealand,1999,female,35-54 years,50,548710,9.11,New Zealand1999,,"58,762,260,626",16556,Boomers
17623,New Zealand,1999,female,25-34 years,20,294350,6.79,New Zealand1999,,"58,762,260,626",16556,Generation X
17624,New Zealand,1999,female,55-74 years,15,295670,5.07,New Zealand1999,,"58,762,260,626",16556,Silent
17625,New Zealand,1999,female,75+ years,6,122450,4.9,New Zealand1999,,"58,762,260,626",16556,G.I. Generation
17626,New Zealand,1999,female,5-14 years,3,288000,1.04,New Zealand1999,,"58,762,260,626",16556,Millenials
17627,New Zealand,1999,male,5-14 years,3,303510,0.99,New Zealand1999,,"58,762,260,626",16556,Millenials
17628,New Zealand,2000,male,25-34 years,105,270430,38.83,New Zealand2000,0.8740000000000001,"52,622,842,840",14725,Generation X
17629,New Zealand,2000,male,15-24 years,81,266610,30.38,New Zealand2000,0.8740000000000001,"52,622,842,840",14725,Generation X
17630,New Zealand,2000,male,35-54 years,113,540160,20.92,New Zealand2000,0.8740000000000001,"52,622,842,840",14725,Boomers
17631,New Zealand,2000,male,75+ years,16,77050,20.77,New Zealand2000,0.8740000000000001,"52,622,842,840",14725,G.I. Generation
17632,New Zealand,2000,male,55-74 years,57,287820,19.8,New Zealand2000,0.8740000000000001,"52,622,842,840",14725,Silent
17633,New Zealand,2000,female,25-34 years,21,290740,7.22,New Zealand2000,0.8740000000000001,"52,622,842,840",14725,Generation X
17634,New Zealand,2000,female,15-24 years,15,261330,5.74,New Zealand2000,0.8740000000000001,"52,622,842,840",14725,Generation X
17635,New Zealand,2000,female,35-54 years,30,558340,5.37,New Zealand2000,0.8740000000000001,"52,622,842,840",14725,Boomers
17636,New Zealand,2000,female,55-74 years,12,300560,3.99,New Zealand2000,0.8740000000000001,"52,622,842,840",14725,Silent
17637,New Zealand,2000,female,75+ years,4,125530,3.19,New Zealand2000,0.8740000000000001,"52,622,842,840",14725,G.I. Generation
17638,New Zealand,2000,male,5-14 years,3,305390,0.98,New Zealand2000,0.8740000000000001,"52,622,842,840",14725,Millenials
17639,New Zealand,2000,female,5-14 years,1,289730,0.35,New Zealand2000,0.8740000000000001,"52,622,842,840",14725,Millenials
17640,New Zealand,2001,male,25-34 years,92,264130,34.83,New Zealand2001,,"53,872,425,917",14968,Generation X
17641,New Zealand,2001,male,15-24 years,87,269420,32.29,New Zealand2001,,"53,872,425,917",14968,Millenials
17642,New Zealand,2001,male,75+ years,25,80070,31.22,New Zealand2001,,"53,872,425,917",14968,Silent
17643,New Zealand,2001,male,35-54 years,130,544420,23.88,New Zealand2001,,"53,872,425,917",14968,Boomers
17644,New Zealand,2001,male,55-74 years,54,294430,18.34,New Zealand2001,,"53,872,425,917",14968,Silent
17645,New Zealand,2001,female,25-34 years,29,284680,10.19,New Zealand2001,,"53,872,425,917",14968,Generation X
17646,New Zealand,2001,female,15-24 years,23,263730,8.72,New Zealand2001,,"53,872,425,917",14968,Millenials
17647,New Zealand,2001,female,75+ years,9,128740,6.99,New Zealand2001,,"53,872,425,917",14968,Silent
17648,New Zealand,2001,female,35-54 years,39,565790,6.89,New Zealand2001,,"53,872,425,917",14968,Boomers
17649,New Zealand,2001,female,55-74 years,17,307490,5.53,New Zealand2001,,"53,872,425,917",14968,Silent
17650,New Zealand,2001,female,5-14 years,2,289760,0.69,New Zealand2001,,"53,872,425,917",14968,Millenials
17651,New Zealand,2001,male,5-14 years,1,306430,0.33,New Zealand2001,,"53,872,425,917",14968,Millenials
17652,New Zealand,2002,male,25-34 years,82,263160,31.16,New Zealand2002,,"66,627,729,311",18208,Generation X
17653,New Zealand,2002,male,35-54 years,131,550840,23.78,New Zealand2002,,"66,627,729,311",18208,Boomers
17654,New Zealand,2002,male,15-24 years,66,280450,23.53,New Zealand2002,,"66,627,729,311",18208,Millenials
17655,New Zealand,2002,male,55-74 years,59,304480,19.38,New Zealand2002,,"66,627,729,311",18208,Silent
17656,New Zealand,2002,male,75+ years,16,83290,19.21,New Zealand2002,,"66,627,729,311",18208,Silent
17657,New Zealand,2002,female,15-24 years,30,271530,11.05,New Zealand2002,,"66,627,729,311",18208,Millenials
17658,New Zealand,2002,female,25-34 years,26,282330,9.21,New Zealand2002,,"66,627,729,311",18208,Generation X
17659,New Zealand,2002,female,35-54 years,39,573790,6.8,New Zealand2002,,"66,627,729,311",18208,Boomers
17660,New Zealand,2002,female,55-74 years,13,317610,4.09,New Zealand2002,,"66,627,729,311",18208,Silent
17661,New Zealand,2002,female,75+ years,5,131060,3.82,New Zealand2002,,"66,627,729,311",18208,Silent
17662,New Zealand,2002,female,5-14 years,0,292230,0.0,New Zealand2002,,"66,627,729,311",18208,Millenials
17663,New Zealand,2002,male,5-14 years,0,308420,0.0,New Zealand2002,,"66,627,729,311",18208,Millenials
17664,New Zealand,2003,male,75+ years,27,86840,31.09,New Zealand2003,,"88,250,885,550",23663,Silent
17665,New Zealand,2003,male,25-34 years,80,264090,30.29,New Zealand2003,,"88,250,885,550",23663,Generation X
17666,New Zealand,2003,male,35-54 years,143,558950,25.58,New Zealand2003,,"88,250,885,550",23663,Boomers
17667,New Zealand,2003,male,15-24 years,66,292920,22.53,New Zealand2003,,"88,250,885,550",23663,Millenials
17668,New Zealand,2003,male,55-74 years,58,314200,18.46,New Zealand2003,,"88,250,885,550",23663,Silent
17669,New Zealand,2003,female,15-24 years,31,281350,11.02,New Zealand2003,,"88,250,885,550",23663,Millenials
17670,New Zealand,2003,female,35-54 years,56,583610,9.6,New Zealand2003,,"88,250,885,550",23663,Boomers
17671,New Zealand,2003,female,75+ years,11,133600,8.23,New Zealand2003,,"88,250,885,550",23663,Silent
17672,New Zealand,2003,female,25-34 years,22,281770,7.81,New Zealand2003,,"88,250,885,550",23663,Generation X
17673,New Zealand,2003,female,55-74 years,20,327420,6.11,New Zealand2003,,"88,250,885,550",23663,Silent
17674,New Zealand,2003,male,5-14 years,4,310850,1.29,New Zealand2003,,"88,250,885,550",23663,Millenials
17675,New Zealand,2003,female,5-14 years,1,293820,0.34,New Zealand2003,,"88,250,885,550",23663,Millenials
17676,New Zealand,2004,male,75+ years,28,89210,31.39,New Zealand2004,,"103,904,537,815",27325,Silent
17677,New Zealand,2004,male,25-34 years,76,265490,28.63,New Zealand2004,,"103,904,537,815",27325,Generation X
17678,New Zealand,2004,male,15-24 years,83,296450,28.0,New Zealand2004,,"103,904,537,815",27325,Millenials
17679,New Zealand,2004,male,35-54 years,133,569570,23.35,New Zealand2004,,"103,904,537,815",27325,Boomers
17680,New Zealand,2004,male,55-74 years,58,325010,17.85,New Zealand2004,,"103,904,537,815",27325,Silent
17681,New Zealand,2004,female,15-24 years,30,289050,10.38,New Zealand2004,,"103,904,537,815",27325,Millenials
17682,New Zealand,2004,female,25-34 years,19,285690,6.65,New Zealand2004,,"103,904,537,815",27325,Generation X
17683,New Zealand,2004,female,35-54 years,38,599380,6.34,New Zealand2004,,"103,904,537,815",27325,Boomers
17684,New Zealand,2004,female,55-74 years,20,338890,5.9,New Zealand2004,,"103,904,537,815",27325,Silent
17685,New Zealand,2004,female,75+ years,4,135340,2.96,New Zealand2004,,"103,904,537,815",27325,Silent
17686,New Zealand,2004,male,5-14 years,4,312260,1.28,New Zealand2004,,"103,904,537,815",27325,Millenials
17687,New Zealand,2004,female,5-14 years,2,296170,0.68,New Zealand2004,,"103,904,537,815",27325,Millenials
17688,New Zealand,2005,male,25-34 years,86,264490,32.52,New Zealand2005,0.895,"114,718,721,397",29803,Generation X
17689,New Zealand,2005,male,15-24 years,84,300360,27.97,New Zealand2005,0.895,"114,718,721,397",29803,Millenials
17690,New Zealand,2005,male,35-54 years,138,576380,23.94,New Zealand2005,0.895,"114,718,721,397",29803,Boomers
17691,New Zealand,2005,male,75+ years,16,92350,17.33,New Zealand2005,0.895,"114,718,721,397",29803,Silent
17692,New Zealand,2005,male,55-74 years,58,335140,17.31,New Zealand2005,0.895,"114,718,721,397",29803,Silent
17693,New Zealand,2005,female,25-34 years,26,284850,9.13,New Zealand2005,0.895,"114,718,721,397",29803,Generation X
17694,New Zealand,2005,female,15-24 years,24,294110,8.16,New Zealand2005,0.895,"114,718,721,397",29803,Millenials
