,country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
14230,Kuwait,1994,male,25-34 years,8,279700,2.86,Kuwait1994,,"24,848,483,838",17161,Boomers
14231,Kuwait,1994,male,35-54 years,7,289600,2.42,Kuwait1994,,"24,848,483,838",17161,Boomers
14232,Kuwait,1994,male,55-74 years,1,41900,2.39,Kuwait1994,,"24,848,483,838",17161,Silent
14233,Kuwait,1994,male,15-24 years,2,137100,1.46,Kuwait1994,,"24,848,483,838",17161,Generation X
14234,Kuwait,1994,female,15-24 years,0,111900,0.0,Kuwait1994,,"24,848,483,838",17161,Generation X
14235,Kuwait,1994,female,5-14 years,0,149200,0.0,Kuwait1994,,"24,848,483,838",17161,Millenials
14236,Kuwait,1994,female,55-74 years,0,22500,0.0,Kuwait1994,,"24,848,483,838",17161,Silent
14237,Kuwait,1994,female,75+ years,0,2500,0.0,Kuwait1994,,"24,848,483,838",17161,G.I. Generation
14238,Kuwait,1994,male,5-14 years,0,154600,0.0,Kuwait1994,,"24,848,483,838",17161,Millenials
14239,Kuwait,1994,male,75+ years,0,3200,0.0,Kuwait1994,,"24,848,483,838",17161,G.I. Generation
14240,Kuwait,1995,male,15-24 years,5,142900,3.5,Kuwait1995,0.752,"27,191,689,008",17995,Generation X
14241,Kuwait,1995,male,25-34 years,9,292900,3.07,Kuwait1995,0.752,"27,191,689,008",17995,Generation X
14242,Kuwait,1995,male,35-54 years,7,303300,2.31,Kuwait1995,0.752,"27,191,689,008",17995,Boomers
14243,Kuwait,1995,female,35-54 years,2,128200,1.56,Kuwait1995,0.752,"27,191,689,008",17995,Boomers
14244,Kuwait,1995,female,25-34 years,2,138600,1.44,Kuwait1995,0.752,"27,191,689,008",17995,Generation X
14245,Kuwait,1995,female,15-24 years,1,116400,0.86,Kuwait1995,0.752,"27,191,689,008",17995,Generation X
14246,Kuwait,1995,female,5-14 years,0,155100,0.0,Kuwait1995,0.752,"27,191,689,008",17995,Millenials
14247,Kuwait,1995,female,55-74 years,0,23300,0.0,Kuwait1995,0.752,"27,191,689,008",17995,Silent
14248,Kuwait,1995,female,75+ years,0,2600,0.0,Kuwait1995,0.752,"27,191,689,008",17995,G.I. Generation
14249,Kuwait,1995,male,5-14 years,0,160900,0.0,Kuwait1995,0.752,"27,191,689,008",17995,Millenials
14250,Kuwait,1995,male,55-74 years,0,43700,0.0,Kuwait1995,0.752,"27,191,689,008",17995,Silent
14251,Kuwait,1995,male,75+ years,0,3200,0.0,Kuwait1995,0.752,"27,191,689,008",17995,G.I. Generation
14252,Kuwait,1996,female,25-34 years,8,143900,5.56,Kuwait1996,,"31,493,987,642",20076,Generation X
14253,Kuwait,1996,male,55-74 years,2,45300,4.42,Kuwait1996,,"31,493,987,642",20076,Silent
14254,Kuwait,1996,male,25-34 years,10,304400,3.29,Kuwait1996,,"31,493,987,642",20076,Generation X
14255,Kuwait,1996,female,15-24 years,3,120600,2.49,Kuwait1996,,"31,493,987,642",20076,Generation X
14256,Kuwait,1996,male,35-54 years,6,315300,1.9,Kuwait1996,,"31,493,987,642",20076,Boomers
14257,Kuwait,1996,male,15-24 years,1,148200,0.67,Kuwait1996,,"31,493,987,642",20076,Generation X
14258,Kuwait,1996,female,35-54 years,0,133200,0.0,Kuwait1996,,"31,493,987,642",20076,Boomers
14259,Kuwait,1996,female,5-14 years,0,160800,0.0,Kuwait1996,,"31,493,987,642",20076,Millenials
14260,Kuwait,1996,female,55-74 years,0,24200,0.0,Kuwait1996,,"31,493,987,642",20076,Silent
14261,Kuwait,1996,female,75+ years,0,2700,0.0,Kuwait1996,,"31,493,987,642",20076,G.I. Generation
14262,Kuwait,1996,male,5-14 years,0,166800,0.0,Kuwait1996,,"31,493,987,642",20076,Millenials
14263,Kuwait,1996,male,75+ years,0,3300,0.0,Kuwait1996,,"31,493,987,642",20076,G.I. Generation
14264,Kuwait,1997,female,25-34 years,7,148300,4.72,Kuwait1997,,"30,354,434,553",18766,Generation X
14265,Kuwait,1997,female,15-24 years,5,124500,4.02,Kuwait1997,,"30,354,434,553",18766,Generation X
14266,Kuwait,1997,female,35-54 years,5,137300,3.64,Kuwait1997,,"30,354,434,553",18766,Boomers
14267,Kuwait,1997,male,25-34 years,10,313700,3.19,Kuwait1997,,"30,354,434,553",18766,Generation X
14268,Kuwait,1997,male,55-74 years,1,46700,2.14,Kuwait1997,,"30,354,434,553",18766,Silent
14269,Kuwait,1997,male,15-24 years,2,153000,1.31,Kuwait1997,,"30,354,434,553",18766,Generation X
14270,Kuwait,1997,male,35-54 years,3,324800,0.92,Kuwait1997,,"30,354,434,553",18766,Boomers
14271,Kuwait,1997,female,5-14 years,0,165900,0.0,Kuwait1997,,"30,354,434,553",18766,Millenials
14272,Kuwait,1997,female,55-74 years,0,25000,0.0,Kuwait1997,,"30,354,434,553",18766,Silent
14273,Kuwait,1997,female,75+ years,0,2700,0.0,Kuwait1997,,"30,354,434,553",18766,G.I. Generation
14274,Kuwait,1997,male,5-14 years,0,172100,0.0,Kuwait1997,,"30,354,434,553",18766,Millenials
14275,Kuwait,1997,male,75+ years,0,3500,0.0,Kuwait1997,,"30,354,434,553",18766,G.I. Generation
14276,Kuwait,1998,female,25-34 years,6,176454,3.4,Kuwait1998,,"25,941,929,462",14209,Generation X
14277,Kuwait,1998,female,35-54 years,6,184143,3.26,Kuwait1998,,"25,941,929,462",14209,Boomers
14278,Kuwait,1998,male,25-34 years,10,342775,2.92,Kuwait1998,,"25,941,929,462",14209,Generation X
14279,Kuwait,1998,female,15-24 years,3,137997,2.17,Kuwait1998,,"25,941,929,462",14209,Generation X
14280,Kuwait,1998,male,35-54 years,8,396063,2.02,Kuwait1998,,"25,941,929,462",14209,Boomers
14281,Kuwait,1998,male,55-74 years,1,56327,1.78,Kuwait1998,,"25,941,929,462",14209,Silent
14282,Kuwait,1998,male,15-24 years,1,151264,0.66,Kuwait1998,,"25,941,929,462",14209,Generation X
14283,Kuwait,1998,female,5-14 years,0,166981,0.0,Kuwait1998,,"25,941,929,462",14209,Millenials
14284,Kuwait,1998,female,55-74 years,0,32097,0.0,Kuwait1998,,"25,941,929,462",14209,Silent
14285,Kuwait,1998,female,75+ years,0,3970,0.0,Kuwait1998,,"25,941,929,462",14209,G.I. Generation
14286,Kuwait,1998,male,5-14 years,0,173841,0.0,Kuwait1998,,"25,941,929,462",14209,Millenials
14287,Kuwait,1998,male,75+ years,0,3854,0.0,Kuwait1998,,"25,941,929,462",14209,G.I. Generation
14288,Kuwait,1999,male,25-34 years,16,357800,4.47,Kuwait1999,,"30,121,879,435",15864,Generation X
14289,Kuwait,1999,female,25-34 years,7,182700,3.83,Kuwait1999,,"30,121,879,435",15864,Generation X
14290,Kuwait,1999,male,35-54 years,14,413600,3.38,Kuwait1999,,"30,121,879,435",15864,Boomers
14291,Kuwait,1999,female,35-54 years,5,190600,2.62,Kuwait1999,,"30,121,879,435",15864,Boomers
14292,Kuwait,1999,male,15-24 years,2,157500,1.27,Kuwait1999,,"30,121,879,435",15864,Generation X
14293,Kuwait,1999,female,15-24 years,1,142800,0.7,Kuwait1999,,"30,121,879,435",15864,Generation X
14294,Kuwait,1999,male,5-14 years,1,180700,0.55,Kuwait1999,,"30,121,879,435",15864,Millenials
14295,Kuwait,1999,female,5-14 years,0,172800,0.0,Kuwait1999,,"30,121,879,435",15864,Millenials
14296,Kuwait,1999,female,55-74 years,0,33300,0.0,Kuwait1999,,"30,121,879,435",15864,Silent
14297,Kuwait,1999,female,75+ years,0,4200,0.0,Kuwait1999,,"30,121,879,435",15864,G.I. Generation
14298,Kuwait,1999,male,55-74 years,0,58700,0.0,Kuwait1999,,"30,121,879,435",15864,Silent
14299,Kuwait,1999,male,75+ years,0,4000,0.0,Kuwait1999,,"30,121,879,435",15864,G.I. Generation
14300,Kuwait,2000,female,25-34 years,10,189015,5.29,Kuwait2000,0.804,"37,711,864,407",19112,Generation X
14301,Kuwait,2000,male,25-34 years,11,373318,2.95,Kuwait2000,0.804,"37,711,864,407",19112,Generation X
14302,Kuwait,2000,male,15-24 years,3,163848,1.83,Kuwait2000,0.804,"37,711,864,407",19112,Generation X
14303,Kuwait,2000,male,55-74 years,1,61145,1.64,Kuwait2000,0.804,"37,711,864,407",19112,Silent
14304,Kuwait,2000,female,15-24 years,2,147681,1.35,Kuwait2000,0.804,"37,711,864,407",19112,Generation X
14305,Kuwait,2000,male,35-54 years,5,431562,1.16,Kuwait2000,0.804,"37,711,864,407",19112,Boomers
14306,Kuwait,2000,female,35-54 years,2,197224,1.01,Kuwait2000,0.804,"37,711,864,407",19112,Boomers
14307,Kuwait,2000,female,5-14 years,0,178644,0.0,Kuwait2000,0.804,"37,711,864,407",19112,Millenials
14308,Kuwait,2000,female,55-74 years,0,34331,0.0,Kuwait2000,0.804,"37,711,864,407",19112,Silent
14309,Kuwait,2000,female,75+ years,0,4246,0.0,Kuwait2000,0.804,"37,711,864,407",19112,G.I. Generation
14310,Kuwait,2000,male,5-14 years,0,187983,0.0,Kuwait2000,0.804,"37,711,864,407",19112,Millenials
14311,Kuwait,2000,male,75+ years,0,4156,0.0,Kuwait2000,0.804,"37,711,864,407",19112,G.I. Generation
14312,Kuwait,2001,male,35-54 years,15,453739,3.31,Kuwait2001,,"34,890,772,742",17116,Boomers
14313,Kuwait,2001,male,25-34 years,8,367180,2.18,Kuwait2001,,"34,890,772,742",17116,Generation X
14314,Kuwait,2001,female,25-34 years,3,197334,1.52,Kuwait2001,,"34,890,772,742",17116,Generation X
14315,Kuwait,2001,male,15-24 years,2,172345,1.16,Kuwait2001,,"34,890,772,742",17116,Millenials
14316,Kuwait,2001,female,35-54 years,2,209093,0.96,Kuwait2001,,"34,890,772,742",17116,Boomers
14317,Kuwait,2001,female,15-24 years,0,158070,0.0,Kuwait2001,,"34,890,772,742",17116,Millenials
14318,Kuwait,2001,female,5-14 years,0,180414,0.0,Kuwait2001,,"34,890,772,742",17116,Millenials
14319,Kuwait,2001,female,55-74 years,0,38503,0.0,Kuwait2001,,"34,890,772,742",17116,Silent
14320,Kuwait,2001,female,75+ years,0,4919,0.0,Kuwait2001,,"34,890,772,742",17116,Silent
14321,Kuwait,2001,male,5-14 years,0,189011,0.0,Kuwait2001,,"34,890,772,742",17116,Millenials
14322,Kuwait,2001,male,55-74 years,0,63433,0.0,Kuwait2001,,"34,890,772,742",17116,Silent
14323,Kuwait,2001,male,75+ years,0,4489,0.0,Kuwait2001,,"34,890,772,742",17116,Silent
14324,Kuwait,2002,male,35-54 years,18,482228,3.73,Kuwait2002,,"38,137,545,245",17668,Boomers
14325,Kuwait,2002,male,25-34 years,11,388020,2.83,Kuwait2002,,"38,137,545,245",17668,Generation X
14326,Kuwait,2002,male,15-24 years,5,185185,2.7,Kuwait2002,,"38,137,545,245",17668,Millenials
14327,Kuwait,2002,female,25-34 years,5,213750,2.34,Kuwait2002,,"38,137,545,245",17668,Generation X
14328,Kuwait,2002,female,35-54 years,4,225709,1.77,Kuwait2002,,"38,137,545,245",17668,Boomers
14329,Kuwait,2002,female,15-24 years,2,168033,1.19,Kuwait2002,,"38,137,545,245",17668,Millenials
14330,Kuwait,2002,female,5-14 years,0,183948,0.0,Kuwait2002,,"38,137,545,245",17668,Millenials
14331,Kuwait,2002,female,55-74 years,0,41294,0.0,Kuwait2002,,"38,137,545,245",17668,Silent
14332,Kuwait,2002,female,75+ years,0,5290,0.0,Kuwait2002,,"38,137,545,245",17668,Silent
14333,Kuwait,2002,male,5-14 years,0,193020,0.0,Kuwait2002,,"38,137,545,245",17668,Millenials
14334,Kuwait,2002,male,55-74 years,0,67364,0.0,Kuwait2002,,"38,137,545,245",17668,Silent
14335,Kuwait,2002,male,75+ years,0,4762,0.0,Kuwait2002,,"38,137,545,245",17668,Silent
14336,Kuwait,2003,female,25-34 years,9,185021,4.86,Kuwait2003,,"47,875,838,926",24544,Generation X
14337,Kuwait,2003,male,35-54 years,17,397654,4.28,Kuwait2003,,"47,875,838,926",24544,Boomers
14338,Kuwait,2003,male,25-34 years,11,296337,3.71,Kuwait2003,,"47,875,838,926",24544,Generation X
14339,Kuwait,2003,female,35-54 years,3,208524,1.44,Kuwait2003,,"47,875,838,926",24544,Boomers
14340,Kuwait,2003,female,15-24 years,2,167291,1.2,Kuwait2003,,"47,875,838,926",24544,Millenials
14341,Kuwait,2003,male,15-24 years,2,209956,0.95,Kuwait2003,,"47,875,838,926",24544,Millenials
14342,Kuwait,2003,female,5-14 years,0,172216,0.0,Kuwait2003,,"47,875,838,926",24544,Millenials
14343,Kuwait,2003,female,55-74 years,0,44516,0.0,Kuwait2003,,"47,875,838,926",24544,Silent
14344,Kuwait,2003,female,75+ years,0,3525,0.0,Kuwait2003,,"47,875,838,926",24544,Silent
14345,Kuwait,2003,male,5-14 years,0,190628,0.0,Kuwait2003,,"47,875,838,926",24544,Millenials
14346,Kuwait,2003,male,55-74 years,0,70627,0.0,Kuwait2003,,"47,875,838,926",24544,Silent
14347,Kuwait,2003,male,75+ years,0,4327,0.0,Kuwait2003,,"47,875,838,926",24544,Silent
14348,Kuwait,2004,male,35-54 years,17,402163,4.23,Kuwait2004,,"59,440,108,585",29778,Boomers
14349,Kuwait,2004,female,25-34 years,7,192013,3.65,Kuwait2004,,"59,440,108,585",29778,Generation X
14350,Kuwait,2004,female,35-54 years,7,212485,3.29,Kuwait2004,,"59,440,108,585",29778,Boomers
14351,Kuwait,2004,male,15-24 years,5,206153,2.43,Kuwait2004,,"59,440,108,585",29778,Millenials
14352,Kuwait,2004,male,25-34 years,6,318728,1.88,Kuwait2004,,"59,440,108,585",29778,Generation X
14353,Kuwait,2004,female,15-24 years,3,168373,1.78,Kuwait2004,,"59,440,108,585",29778,Millenials
14354,Kuwait,2004,female,5-14 years,0,175678,0.0,Kuwait2004,,"59,440,108,585",29778,Millenials
14355,Kuwait,2004,female,55-74 years,0,47016,0.0,Kuwait2004,,"59,440,108,585",29778,Silent
14356,Kuwait,2004,female,75+ years,0,3453,0.0,Kuwait2004,,"59,440,108,585",29778,Silent
14357,Kuwait,2004,male,5-14 years,0,192791,0.0,Kuwait2004,,"59,440,108,585",29778,Millenials
14358,Kuwait,2004,male,55-74 years,0,73036,0.0,Kuwait2004,,"59,440,108,585",29778,Silent
14359,Kuwait,2004,male,75+ years,0,4197,0.0,Kuwait2004,,"59,440,108,585",29778,Silent
14360,Kuwait,2005,male,25-34 years,21,346283,6.06,Kuwait2005,0.795,"80,797,945,205",39166,Generation X
14361,Kuwait,2005,male,35-54 years,17,413321,4.11,Kuwait2005,0.795,"80,797,945,205",39166,Boomers
14362,Kuwait,2005,female,25-34 years,7,203126,3.45,Kuwait2005,0.795,"80,797,945,205",39166,Generation X
14363,Kuwait,2005,female,15-24 years,3,168662,1.78,Kuwait2005,0.795,"80,797,945,205",39166,Millenials
14364,Kuwait,2005,male,55-74 years,1,74974,1.33,Kuwait2005,0.795,"80,797,945,205",39166,Silent
14365,Kuwait,2005,male,15-24 years,2,201000,1.0,Kuwait2005,0.795,"80,797,945,205",39166,Millenials
14366,Kuwait,2005,female,35-54 years,1,220232,0.45,Kuwait2005,0.795,"80,797,945,205",39166,Boomers
14367,Kuwait,2005,female,5-14 years,0,181830,0.0,Kuwait2005,0.795,"80,797,945,205",39166,Millenials
14368,Kuwait,2005,female,55-74 years,0,49714,0.0,Kuwait2005,0.795,"80,797,945,205",39166,Silent
14369,Kuwait,2005,female,75+ years,0,3575,0.0,Kuwait2005,0.795,"80,797,945,205",39166,Silent
14370,Kuwait,2005,male,5-14 years,0,195927,0.0,Kuwait2005,0.795,"80,797,945,205",39166,Millenials
14371,Kuwait,2005,male,75+ years,0,4324,0.0,Kuwait2005,0.795,"80,797,945,205",39166,Silent
14372,Kuwait,2006,male,25-34 years,18,360383,4.99,Kuwait2006,,"101,550,654,721",46890,Generation X
14373,Kuwait,2006,male,35-54 years,14,432150,3.24,Kuwait2006,,"101,550,654,721",46890,Boomers
14374,Kuwait,2006,female,25-34 years,5,215556,2.32,Kuwait2006,,"101,550,654,721",46890,Generation X
14375,Kuwait,2006,female,55-74 years,1,50864,1.97,Kuwait2006,,"101,550,654,721",46890,Silent
14376,Kuwait,2006,female,35-54 years,3,235105,1.28,Kuwait2006,,"101,550,654,721",46890,Boomers
14377,Kuwait,2006,female,15-24 years,2,182410,1.1,Kuwait2006,,"101,550,654,721",46890,Millenials
14378,Kuwait,2006,male,15-24 years,2,215810,0.93,Kuwait2006,,"101,550,654,721",46890,Millenials
14379,Kuwait,2006,female,5-14 years,0,187102,0.0,Kuwait2006,,"101,550,654,721",46890,Millenials
14380,Kuwait,2006,female,75+ years,0,3887,0.0,Kuwait2006,,"101,550,654,721",46890,Silent
14381,Kuwait,2006,male,5-14 years,0,199187,0.0,Kuwait2006,,"101,550,654,721",46890,Millenials
14382,Kuwait,2006,male,55-74 years,0,78524,0.0,Kuwait2006,,"101,550,654,721",46890,Silent
14383,Kuwait,2006,male,75+ years,0,4735,0.0,Kuwait2006,,"101,550,654,721",46890,Silent
14384,Kuwait,2007,male,25-34 years,21,640909,3.28,Kuwait2007,,"114,641,097,818",37283,Generation X
14385,Kuwait,2007,female,25-34 years,7,301345,2.32,Kuwait2007,,"114,641,097,818",37283,Generation X
14386,Kuwait,2007,male,55-74 years,2,99708,2.01,Kuwait2007,,"114,641,097,818",37283,Silent
14387,Kuwait,2007,male,15-24 years,5,268049,1.87,Kuwait2007,,"114,641,097,818",37283,Millenials
14388,Kuwait,2007,female,35-54 years,6,325356,1.84,Kuwait2007,,"114,641,097,818",37283,Boomers
14389,Kuwait,2007,male,35-54 years,9,717868,1.25,Kuwait2007,,"114,641,097,818",37283,Boomers
14390,Kuwait,2007,female,15-24 years,1,220418,0.45,Kuwait2007,,"114,641,097,818",37283,Millenials
14391,Kuwait,2007,female,5-14 years,0,207774,0.0,Kuwait2007,,"114,641,097,818",37283,Generation Z
14392,Kuwait,2007,female,55-74 years,0,58858,0.0,Kuwait2007,,"114,641,097,818",37283,Silent
14393,Kuwait,2007,female,75+ years,0,7399,0.0,Kuwait2007,,"114,641,097,818",37283,Silent
14394,Kuwait,2007,male,5-14 years,0,220886,0.0,Kuwait2007,,"114,641,097,818",37283,Generation Z
14395,Kuwait,2007,male,75+ years,0,6348,0.0,Kuwait2007,,"114,641,097,818",37283,Silent
14396,Kuwait,2008,male,25-34 years,13,712955,1.82,Kuwait2008,,"147,395,833,333",43746,Generation X
14397,Kuwait,2008,male,35-54 years,14,780428,1.79,Kuwait2008,,"147,395,833,333",43746,Boomers
14398,Kuwait,2008,male,15-24 years,5,283568,1.76,Kuwait2008,,"147,395,833,333",43746,Millenials
14399,Kuwait,2008,female,25-34 years,6,348503,1.72,Kuwait2008,,"147,395,833,333",43746,Generation X
14400,Kuwait,2008,female,55-74 years,1,63516,1.57,Kuwait2008,,"147,395,833,333",43746,Silent
14401,Kuwait,2008,female,35-54 years,5,363431,1.38,Kuwait2008,,"147,395,833,333",43746,Boomers
14402,Kuwait,2008,male,55-74 years,1,110218,0.91,Kuwait2008,,"147,395,833,333",43746,Silent
14403,Kuwait,2008,female,15-24 years,2,247755,0.81,Kuwait2008,,"147,395,833,333",43746,Millenials
14404,Kuwait,2008,female,5-14 years,0,215473,0.0,Kuwait2008,,"147,395,833,333",43746,Generation Z
14405,Kuwait,2008,female,75+ years,0,8038,0.0,Kuwait2008,,"147,395,833,333",43746,Silent
14406,Kuwait,2008,male,5-14 years,0,228709,0.0,Kuwait2008,,"147,395,833,333",43746,Generation Z
14407,Kuwait,2008,male,75+ years,0,6800,0.0,Kuwait2008,,"147,395,833,333",43746,Silent
14408,Kuwait,2009,female,25-34 years,11,309613,3.55,Kuwait2009,,"105,899,930,507",33453,Generation X
14409,Kuwait,2009,male,35-54 years,22,747742,2.94,Kuwait2009,,"105,899,930,507",33453,Boomers
14410,Kuwait,2009,male,25-34 years,14,635172,2.2,Kuwait2009,,"105,899,930,507",33453,Generation X
14411,Kuwait,2009,female,35-54 years,6,342583,1.75,Kuwait2009,,"105,899,930,507",33453,Boomers
14412,Kuwait,2009,male,15-24 years,4,262196,1.53,Kuwait2009,,"105,899,930,507",33453,Millenials
14413,Kuwait,2009,female,55-74 years,1,68187,1.47,Kuwait2009,,"105,899,930,507",33453,Silent
14414,Kuwait,2009,female,15-24 years,3,219634,1.37,Kuwait2009,,"105,899,930,507",33453,Millenials
14415,Kuwait,2009,female,5-14 years,0,219779,0.0,Kuwait2009,,"105,899,930,507",33453,Generation Z
14416,Kuwait,2009,female,75+ years,0,8255,0.0,Kuwait2009,,"105,899,930,507",33453,Silent
14417,Kuwait,2009,male,5-14 years,0,231825,0.0,Kuwait2009,,"105,899,930,507",33453,Generation Z
14418,Kuwait,2009,male,55-74 years,0,113405,0.0,Kuwait2009,,"105,899,930,507",33453,Silent
14419,Kuwait,2009,male,75+ years,0,7263,0.0,Kuwait2009,,"105,899,930,507",33453,Silent
14420,Kuwait,2010,male,55-74 years,3,121359,2.47,Kuwait2010,0.809,"115,419,050,942",35171,Silent
14421,Kuwait,2010,female,25-34 years,8,351659,2.27,Kuwait2010,0.809,"115,419,050,942",35171,Generation X
14422,Kuwait,2010,male,25-34 years,13,619392,2.1,Kuwait2010,0.809,"115,419,050,942",35171,Generation X
14423,Kuwait,2010,male,35-54 years,9,762814,1.18,Kuwait2010,0.809,"115,419,050,942",35171,Generation X
14424,Kuwait,2010,female,15-24 years,2,231645,0.86,Kuwait2010,0.809,"115,419,050,942",35171,Millenials
14425,Kuwait,2010,female,35-54 years,3,387443,0.77,Kuwait2010,0.809,"115,419,050,942",35171,Generation X
14426,Kuwait,2010,male,15-24 years,1,254945,0.39,Kuwait2010,0.809,"115,419,050,942",35171,Millenials
14427,Kuwait,2010,female,5-14 years,0,225440,0.0,Kuwait2010,0.809,"115,419,050,942",35171,Generation Z
14428,Kuwait,2010,female,55-74 years,0,72487,0.0,Kuwait2010,0.809,"115,419,050,942",35171,Silent
